nid,iso3,year_start,w_source_drink,sdg,jmp
20315,MLI,2001,public tap,piped_imp,basic
20315,MLI,2001,"river, stream",surface,surface
20315,MLI,2001,spring,spring_cw,spring_cw
20315,MLI,2001,tanker truck,imp,basic
20322,MRT,2000,other                                     {from 96},,
20322,MRT,2000,tanker truck                              {from 61},imp,basic
20322,MRT,2000,ÿpiped into residence                     {from 11},piped,basic
20322,MRT,2000,ÿprotected external well                  {from 23},well_imp,well_imp
20322,MRT,2000,ÿprotected public well                    {from 22},well_imp,well_imp
20322,MRT,2000,ÿprotected well in residence/yard/plot    {from 21},well_imp,well_imp
20322,MRT,2000,ÿpublic tap                               {from 12},piped_imp,basic
20322,MRT,2000,ÿreseller from public tap                 {from 51},imp,basic
20322,MRT,2000,ÿriver/stream                             {from 42},surface,surface
20322,MRT,2000,ÿspring                                   {from 41},spring_cw,spring_cw
20322,MRT,2000,ÿunprotected external well                {from 33},well_unimp,well_unimp
20322,MRT,2000,ÿunprotected public well                  {from 32},well_unimp,well_unimp
20322,MRT,2000,ÿunprotected well in residence/yard/plot  {from 31},well_unimp,well_unimp
20361,MAR,2003,bottled water,bottled,basic
20361,MAR,2003,dam,surface,surface
20361,MAR,2003,open public well,well_unimp,well_unimp
20361,MAR,2003,open well in dwelling,well_unimp,well_unimp
20361,MAR,2003,open well in yard/plot,well_unimp,well_unimp
20361,MAR,2003,other,,
20361,MAR,2003,piped into dwelling,piped,basic
20361,MAR,2003,piped into yard/plot,piped,basic
20361,MAR,2003,"pond, lake",surface,surface
20361,MAR,2003,protected public well,well_imp,well_imp
20361,MAR,2003,protected well in dwelling,well_imp,well_imp
20361,MAR,2003,protected well in yard/plot,well_imp,well_imp
20361,MAR,2003,public tap,piped_imp,basic
20361,MAR,2003,rainwater,imp,basic
20361,MAR,2003,"river, stream",surface,surface
20361,MAR,2003,spring,spring_cw,spring_cw
20361,MAR,2003,tanker truck,imp,basic
20394,MOZ,2003,agua canalizada dentro da casa do vizinho,piped_imp,basic
20394,MOZ,2003,agua canalizada dentro de sua propria casa/quintal,piped,basic
20394,MOZ,2003,agua de chuva,imp,basic
20394,MOZ,2003,agua de superficie: rio/lago,surface,surface
20394,MOZ,2003,agua do poco no quintal proprio,well_cw,well_cw
20394,MOZ,2003,agua do poco no quintal vizinho,well_cw,well_cw
20394,MOZ,2003,agua publica/fontenaria,piped_imp,basic
20394,MOZ,2003,outro,,
20394,MOZ,2003,poco public nao protegido,well_unimp,well_unimp
20394,MOZ,2003,poco publico protegido,well_imp,well_imp
20417,NAM,2000,borehole with pump,imp,basic
20417,NAM,2000,bottled water,bottled,basic
20417,NAM,2000,open dug well,well_unimp,well_unimp
20417,NAM,2000,open spring,spring_unimp,spring_unimp
20417,NAM,2000,other,,
20417,NAM,2000,piped into dwelling,piped,basic
20417,NAM,2000,piped into yard/plot,piped,basic
20417,NAM,2000,protected dug well,well_imp,well_imp
20417,NAM,2000,public tap,piped_imp,basic
20417,NAM,2000,rainwater,imp,basic
20417,NAM,2000,"river, stream, pond, lake",surface,surface
20417,NAM,2000,spring,spring_cw,spring_cw
20417,NAM,2000,tanker truck,imp,basic
20428,NAM,2006,bottled water,bottled,basic
20428,NAM,2006,cart with small tank,imp,basic
20428,NAM,2006,other,,
20428,NAM,2006,piped into dwelling,piped,basic
20428,NAM,2006,piped to yard/plot,piped,basic
20428,NAM,2006,protected spring,spring_imp,spring_imp
20428,NAM,2006,protected well,well_imp,well_imp
20428,NAM,2006,public tap/standpipe,piped_imp,basic
20428,NAM,2006,rainwater,imp,basic
20428,NAM,2006,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
20428,NAM,2006,tanker truck,imp,basic
20428,NAM,2006,tube well or borehole,imp,basic
20428,NAM,2006,unprotected spring,spring_unimp,spring_unimp
20428,NAM,2006,unprotected well,well_unimp,well_unimp
20450,NPL,2001,other,,
20450,NPL,2001,piped into house/yard/plot,piped,basic
20450,NPL,2001,public/neighbor's tubewell,imp,basic
20450,NPL,2001,public/neighbor's well,well_cw,well_cw
20450,NPL,2001,public/nieghbor's tap,piped_imp,basic
20450,NPL,2001,river/stream/pond/lake,surface,surface
20450,NPL,2001,sprong/kuwa,spring_cw,spring_cw
20450,NPL,2001,stone tap/dhara,piped_cw,basic
20450,NPL,2001,tubewell in yard/plot,imp,basic
20450,NPL,2001,well in house/yard/plot,well_cw,well_cw
20462,NPL,2006,bottled water,bottled,basic
20462,NPL,2006,other,,
20462,NPL,2006,piped into dwelling,piped,basic
20462,NPL,2006,piped to yard/plot,piped,basic
20462,NPL,2006,protected spring,spring_imp,spring_imp
20462,NPL,2006,protected well,well_imp,well_imp
20462,NPL,2006,public tap/standpipe,piped_imp,basic
20462,NPL,2006,rainwater,imp,basic
20462,NPL,2006,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
20462,NPL,2006,stone tap/dhara,piped_cw,basic
20462,NPL,2006,tanker truck,imp,basic
20462,NPL,2006,tube well or borehole,imp,basic
20462,NPL,2006,unprotected spring,spring_unimp,spring_unimp
20462,NPL,2006,unprotected well,well_unimp,well_unimp
20487,NIC,2001,inside dwelling,piped,basic
20487,NIC,2001,other,,
20487,NIC,2001,outside dwelling / within resinct,piped,basic
20487,NIC,2001,private,piped,basic
20487,NIC,2001,private well,well_cw,well_cw
20487,NIC,2001,public,piped_cw,basic
20487,NIC,2001,public well,well_cw,well_cw
20487,NIC,2001,purified water,bottled,basic
20487,NIC,2001,rainwater,imp,basic
20487,NIC,2001,river,surface,surface
20487,NIC,2001,spring,spring_cw,spring_cw
20499,NER,2006,bottled water,bottled,basic
20499,NER,2006,open well,well_unimp,well_unimp
20499,NER,2006,other,,
20499,NER,2006,piped into dwelling,piped,basic
20499,NER,2006,piped into yard/plot,piped,basic
20499,NER,2006,protected well,well_imp,well_imp
20499,NER,2006,public tap,piped_imp,basic
20499,NER,2006,spring,spring_cw,spring_cw
20499,NER,2006,surface water,surface,surface
20567,NGA,2003,bottled water,bottled,basic
20567,NGA,2003,dam,surface,surface
20567,NGA,2003,open public well,well_unimp,well_unimp
20567,NGA,2003,open well in dwelling,well_unimp,well_unimp
20567,NGA,2003,open well in yard /plot,well_unimp,well_unimp
20567,NGA,2003,other,,
20567,NGA,2003,piped into dwelling,piped,basic
20567,NGA,2003,piped into yard /plot,piped,basic
20567,NGA,2003,pond / lake,surface,surface
20567,NGA,2003,protected public well / borehole,well_imp,well_imp
20567,NGA,2003,protected well / borehole in dwelling,well_imp,well_imp
20567,NGA,2003,protected well / borehole in yard /plot,well_imp,well_imp
20567,NGA,2003,public tap,piped_imp,basic
20567,NGA,2003,rainwater,imp,basic
20567,NGA,2003,river / stream,surface,surface
20567,NGA,2003,spring,spring_cw,spring_cw
20567,NGA,2003,tanker truck,imp,basic
20567,NGA,2003,water vendor,imp,basic
20595,PAK,2006,bottled water,bottled,basic
20595,PAK,2006,cart with small tank,imp,basic
20595,PAK,2006,hand pump,well_cw,well_cw
20595,PAK,2006,other,,
20595,PAK,2006,piped into dwelling,piped,basic
20595,PAK,2006,piped to yard/plot,piped,basic
20595,PAK,2006,protected spring/karez,spring_imp,spring_imp
20595,PAK,2006,protected well,well_imp,well_imp
20595,PAK,2006,public tap/standpipe,piped_imp,basic
20595,PAK,2006,rainwater,imp,basic
20595,PAK,2006,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
20595,PAK,2006,tanker truck,imp,basic
20595,PAK,2006,tube well or borehole,imp,basic
20595,PAK,2006,unprotected spring,spring_unimp,spring_unimp
20595,PAK,2006,unprotected well,well_unimp,well_unimp
20596,PSE,2004,domestic cistern,imp,basic
20596,PSE,2004,other,,
20596,PSE,2004,public water network,piped_cw,basic
20596,PSE,2004,purchase from water tankers,imp,basic
20596,PSE,2004,spring or stream,surface,surface
20649,PER,2000,other,,
20649,PER,2000,piped into dwelling,piped,basic
20649,PER,2000,piped into yard/plot/building,piped,basic
20649,PER,2000,public tap,piped_imp,basic
20649,PER,2000,public well,well_cw,well_cw
20649,PER,2000,rainwater,imp,basic
20649,PER,2000,river,surface,surface
20649,PER,2000,spring,spring_cw,spring_cw
20649,PER,2000,tanker truck,imp,basic
20649,PER,2000,well into dwelling/yard/plot,well_cw,well_cw
20699,PHL,2003,bottled water/refilling station,bottled,basic
20699,PHL,2003,developed spring,spring_imp,spring_imp
20699,PHL,2003,open dug well,well_unimp,well_unimp
20699,PHL,2003,other,,
20699,PHL,2003,piped into dwelling,piped,basic
20699,PHL,2003,piped into yard/plot,piped,basic
20699,PHL,2003,protected well,well_imp,well_imp
20699,PHL,2003,public tap,piped_imp,basic
20699,PHL,2003,rainwater,imp,basic
20699,PHL,2003,river/stream/pond/lake/dam,surface,surface
20699,PHL,2003,tanker truck/peddler,imp,basic
20699,PHL,2003,undeveloped spring,spring_unimp,spring_unimp
20722,RWA,2000,bottled water,bottled,basic
20722,RWA,2000,dam,surface,surface
20722,RWA,2000,open public well,well_unimp,well_unimp
20722,RWA,2000,open well in yard/plot,well_unimp,well_unimp
20722,RWA,2000,other,,
20722,RWA,2000,piped into dwelling,piped,basic
20722,RWA,2000,piped into yard/plot,piped,basic
20722,RWA,2000,"pond, lake",surface,surface
20722,RWA,2000,protected public well,well_imp,well_imp
20722,RWA,2000,protected well in yard/plot,well_imp,well_imp
20722,RWA,2000,public tap,piped_imp,basic
20722,RWA,2000,rainwater,imp,basic
20722,RWA,2000,"river, stream",surface,surface
20722,RWA,2000,spring,spring_cw,spring_cw
20722,RWA,2000,tanker truck,imp,basic
20740,RWA,2005,bottled water,bottled,basic
20740,RWA,2005,dam,surface,surface
20740,RWA,2005,open public well,well_unimp,well_unimp
20740,RWA,2005,open well in dwelling,well_unimp,well_unimp
20740,RWA,2005,open well in yard/plot,well_unimp,well_unimp
20740,RWA,2005,other,,
20740,RWA,2005,piped into compound/plot,piped,basic
20740,RWA,2005,piped into dwelling,piped,basic
20740,RWA,2005,"pond, lake",surface,surface
20740,RWA,2005,protected public well,well_imp,well_imp
20740,RWA,2005,protected well in dwelling,well_imp,well_imp
20740,RWA,2005,protected well in yard/plot,well_imp,well_imp
20740,RWA,2005,public tap,piped_imp,basic
20740,RWA,2005,rainwater,imp,basic
20740,RWA,2005,"river, stream",surface,surface
20740,RWA,2005,spring,spring_cw,spring_cw
20740,RWA,2005,tanker truck,imp,basic
20829,SWZ,2006,bottled water,bottled,basic
20829,SWZ,2006,other,,
20829,SWZ,2006,piped into dwelling,piped,basic
20829,SWZ,2006,piped to yard/plot,piped,basic
20829,SWZ,2006,protected spring,spring_imp,spring_imp
20829,SWZ,2006,protected well,well_imp,well_imp
20829,SWZ,2006,public tap/standpipe,piped_imp,basic
20829,SWZ,2006,rainwater,imp,basic
20829,SWZ,2006,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
20829,SWZ,2006,tanker truck,imp,basic
20829,SWZ,2006,tube well or borehole,imp,basic
20829,SWZ,2006,unprotected spring,spring_unimp,spring_unimp
20829,SWZ,2006,unprotected well,well_unimp,well_unimp
20875,TZA,2004,bottled water,bottled,basic
20875,TZA,2004,dam,surface,surface
20875,TZA,2004,naighbor's tap,piped_imp,basic
20875,TZA,2004,neighbor's borehole,imp,basic
20875,TZA,2004,neighbor's open well,well_unimp,well_unimp
20875,TZA,2004,open public well,well_unimp,well_unimp
20875,TZA,2004,open well in dwelling,well_unimp,well_unimp
20875,TZA,2004,open well in yard/plot,well_unimp,well_unimp
20875,TZA,2004,other,,
20875,TZA,2004,piped into dwelling,piped,basic
20875,TZA,2004,piped into yard/plot,piped,basic
20875,TZA,2004,"pond, lake",surface,surface
20875,TZA,2004,protected public well,well_imp,well_imp
20875,TZA,2004,protected well in dwelling,well_imp,well_imp
20875,TZA,2004,protected well in yard/plot,well_imp,well_imp
20875,TZA,2004,public tap,piped_imp,basic
20875,TZA,2004,rainwater,imp,basic
20875,TZA,2004,"river, stream",surface,surface
20875,TZA,2004,spring,spring_cw,spring_cw
20875,TZA,2004,tanker truck,imp,basic
20875,TZA,2004,water vendor,imp,basic
20888,TLS,2003,bottled water in yard/plot,bottled,basic
20888,TLS,2003,bottled water public location,bottled,basic
20888,TLS,2003,bottled water within dwelling,bottled,basic
20888,TLS,2003,dam public location,surface,surface
20888,TLS,2003,hand pump protected in yard/plot,well_imp,well_imp
20888,TLS,2003,hand pump protected public location,well_imp,well_imp
20888,TLS,2003,hand pump protected within dwelling,well_imp,well_imp
20888,TLS,2003,hand pump unprotected,well_unimp,well_unimp
20888,TLS,2003,hand pump unprotected in yard/plot,well_unimp,well_unimp
20888,TLS,2003,hand pump unprotected public location,well_unimp,well_unimp
20888,TLS,2003,other in yard/plot,,
20888,TLS,2003,other public location,,
20888,TLS,2003,other within dwelling,,
20888,TLS,2003,piped water,piped_cw,basic
20888,TLS,2003,piped water in yard/plot,piped,basic
20888,TLS,2003,piped water public location,piped_imp,basic
20888,TLS,2003,piped water within dwelling,piped,basic
20888,TLS,2003,pond/lake public location,surface,surface
20888,TLS,2003,public location,,
20888,TLS,2003,rain water in yard/plot,imp,basic
20888,TLS,2003,rain water public location,imp,basic
20888,TLS,2003,rain water within dwelling,imp,basic
20888,TLS,2003,river/stream,surface,surface
20888,TLS,2003,river/stream in yard/plot,surface,surface
20888,TLS,2003,river/stream public location,surface,surface
20888,TLS,2003,river/stream within dwelling,surface,surface
20888,TLS,2003,spring,spring_cw,spring_cw
20888,TLS,2003,spring in yard/plot,spring_cw,spring_cw
20888,TLS,2003,spring public location,spring_cw,spring_cw
20888,TLS,2003,spring within dwelling,spring_cw,spring_cw
20888,TLS,2003,tanker truck in yard/plot,imp,basic
20888,TLS,2003,tanker truck public location,imp,basic
20888,TLS,2003,well protected,well_imp,well_imp
20888,TLS,2003,well protected in yard/plot,well_imp,well_imp
20888,TLS,2003,well protected public location,well_imp,well_imp
20888,TLS,2003,well protected within dwelling,well_imp,well_imp
20888,TLS,2003,well unprotected,well_unimp,well_unimp
20888,TLS,2003,well unprotected in yard/plot,well_unimp,well_unimp
20888,TLS,2003,well unprotected public location,well_unimp,well_unimp
20888,TLS,2003,well unprotected within dwelling,well_unimp,well_unimp
20993,UGA,2000,borehole in yard/plot,imp,basic
20993,UGA,2000,borehole public,imp,basic
20993,UGA,2000,bottled water,bottled,basic
20993,UGA,2000,dam,surface,surface
20993,UGA,2000,gravity flow scheme,imp,basic
20993,UGA,2000,open public well,well_unimp,well_unimp
20993,UGA,2000,open well in yard/plot,well_unimp,well_unimp
20993,UGA,2000,other,,
20993,UGA,2000,piped into dwelling,piped,basic
20993,UGA,2000,piped into yard/plot,piped,basic
20993,UGA,2000,"pond, lake",surface,surface
20993,UGA,2000,protected public well,well_imp,well_imp
20993,UGA,2000,protected well in yard/plot,well_imp,well_imp
20993,UGA,2000,public tap,piped_imp,basic
20993,UGA,2000,rainwater,imp,basic
20993,UGA,2000,"river, stream",surface,surface
20993,UGA,2000,spring,spring_cw,spring_cw
20993,UGA,2000,tanker truck,imp,basic
21014,UGA,2006,borehole in yard/plot,imp,basic
21014,UGA,2006,bottled water,bottled,basic
21014,UGA,2006,dam,surface,surface
21014,UGA,2006,gravity flow water,imp,basic
21014,UGA,2006,other,,
21014,UGA,2006,piped into dwelling,piped,basic
21014,UGA,2006,piped to yard/plot,piped,basic
21014,UGA,2006,pond/lake,surface,surface
21014,UGA,2006,protected public well/spring,well_imp,well_imp
21014,UGA,2006,protected well/spring in yard/plot,well_imp,well_imp
21014,UGA,2006,public borehole,imp,basic
21014,UGA,2006,public tap/standpipe,piped_imp,basic
21014,UGA,2006,rainwater,imp,basic
21014,UGA,2006,river/stream,surface,surface
21014,UGA,2006,tanker truck,imp,basic
21014,UGA,2006,unprotected public well/spring,well_unimp,well_unimp
21014,UGA,2006,unprotected well/spring in yard/plot,well_unimp,well_unimp
21014,UGA,2006,vendor = cart with small tank,imp,basic
21039,UZB,2002,bottled water,bottled,basic
21039,UZB,2002,dam,surface,surface
21039,UZB,2002,open public well,well_unimp,well_unimp
21039,UZB,2002,open well in dwelling,well_unimp,well_unimp
21039,UZB,2002,open well in yard/plot,well_unimp,well_unimp
21039,UZB,2002,other,,
21039,UZB,2002,piped into dwelling,piped,basic
21039,UZB,2002,piped into yard/plot,piped,basic
21039,UZB,2002,"pond, lake",surface,surface
21039,UZB,2002,protected public well,well_imp,well_imp
21039,UZB,2002,protected well in dwelling,well_imp,well_imp
21039,UZB,2002,protected well in yard/plot,well_imp,well_imp
21039,UZB,2002,public tap,piped_imp,basic
21039,UZB,2002,"river, stream",surface,surface
21039,UZB,2002,spring,spring_cw,spring_cw
21039,UZB,2002,tanker truck,imp,basic
21058,VNM,2002,dam,surface,surface
21058,VNM,2002,other,,
21058,VNM,2002,piped into residence,piped,basic
21058,VNM,2002,"pond, lake",surface,surface
21058,VNM,2002,public tap,piped_imp,basic
21058,VNM,2002,public well,well_cw,well_cw
21058,VNM,2002,rainwater,imp,basic
21058,VNM,2002,"river, stream",surface,surface
21058,VNM,2002,spring,spring_cw,spring_cw
21058,VNM,2002,tanker truck,imp,basic
21058,VNM,2002,well in residence,well_cw,well_cw
21102,ZMB,2001,bottled water,bottled,basic
21102,ZMB,2001,communal tap,piped_imp,basic
21102,ZMB,2001,open public well,well_unimp,well_unimp
21102,ZMB,2001,open well at neighbour,well_unimp,well_unimp
21102,ZMB,2001,open well in yard/plot,well_unimp,well_unimp
21102,ZMB,2001,other,,
21102,ZMB,2001,piped into dwelling,piped,basic
21102,ZMB,2001,piped into yard/plot,piped,basic
21102,ZMB,2001,piped to neighbour,piped_imp,basic
21102,ZMB,2001,pond/lake/dam,surface,surface
21102,ZMB,2001,protected public well,well_imp,well_imp
21102,ZMB,2001,protected well in yard/plot,well_imp,well_imp
21102,ZMB,2001,rainwater,imp,basic
21102,ZMB,2001,river/stream,surface,surface
21102,ZMB,2001,spring,spring_cw,spring_cw
21102,ZMB,2001,tanker truck,imp,basic
21117,ZMB,2007,bottled water,bottled,basic
21117,ZMB,2007,other,,
21117,ZMB,2007,piped into dwelling,piped,basic
21117,ZMB,2007,piped to yard/plot,piped,basic
21117,ZMB,2007,protected well,well_imp,well_imp
21117,ZMB,2007,public tap/standpipe,piped_imp,basic
21117,ZMB,2007,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
21117,ZMB,2007,tanker truck,imp,basic
21117,ZMB,2007,unprotected well,well_unimp,well_unimp
21163,ZWE,2005,cart with small tank,imp,basic
21163,ZWE,2005,other,,
21163,ZWE,2005,piped into dwelling,piped,basic
21163,ZWE,2005,piped into tap in yard/plot,piped,basic
21163,ZWE,2005,protected dug well,well_imp,well_imp
21163,ZWE,2005,protected spring,spring_imp,spring_imp
21163,ZWE,2005,public tap,piped_imp,basic
21163,ZWE,2005,rainwater,imp,basic
21163,ZWE,2005,surface water(river/dam/lake/pond/stream/canal/irrigation ch,surface,surface
21163,ZWE,2005,tanker truck,imp,basic
21163,ZWE,2005,tube well or borehole,imp,basic
21163,ZWE,2005,unprotected dug well,well_unimp,well_unimp
21163,ZWE,2005,unprotected spring,spring_unimp,spring_unimp
21173,GHA,2007,bottled/sachet water,bottled,basic
21173,GHA,2007,other,,
21173,GHA,2007,piped water,piped_cw,basic
21173,GHA,2007,rainwater,imp,basic
21173,GHA,2007,spring - protected,spring_imp,spring_imp
21173,GHA,2007,spring - unprotected,spring_unimp,spring_unimp
21173,GHA,2007,surface water (river/dam/lake/pond/stream/canal/irrigation c,surface,surface
21173,GHA,2007,tanker truck,imp,basic
21173,GHA,2007,water from covered well or borehole,well_imp,well_imp
21173,GHA,2007,water from open well or borehole,well_unimp,well_unimp
21188,GHA,2008,bottled water,bottled,basic
21188,GHA,2008,cart with small tank,imp,basic
21188,GHA,2008,other,,
21188,GHA,2008,piped into dwelling,piped,basic
21188,GHA,2008,piped to yard/plot,piped,basic
21188,GHA,2008,protected spring,spring_imp,spring_imp
21188,GHA,2008,protected well,well_imp,well_imp
21188,GHA,2008,public tap/standpipe,piped_imp,basic
21188,GHA,2008,rainwater,imp,basic
21188,GHA,2008,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
21188,GHA,2008,sachet water,bottled,basic
21188,GHA,2008,tanker truck,imp,basic
21188,GHA,2008,tube well or borehole,imp,basic
21188,GHA,2008,unprotected spring,spring_unimp,spring_unimp
21188,GHA,2008,unprotected well,well_unimp,well_unimp
21198,DOM,2007,bottled water,bottled,basic
21198,DOM,2007,cart with small tank,imp,basic
21198,DOM,2007,other,,
21198,DOM,2007,piped into dwelling,piped,basic
21198,DOM,2007,piped to yard/plot,piped,basic
21198,DOM,2007,rainwater,imp,basic
21198,DOM,2007,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
21198,DOM,2007,tanker truck,imp,basic
21198,DOM,2007,tube well or borehole,imp,basic
21206,JOR,2009,bottled water,bottled,basic
21206,JOR,2009,other,,
21206,JOR,2009,piped into dwelling,piped,basic
21206,JOR,2009,piped to yard/plot,piped,basic
21206,JOR,2009,rainwater,imp,basic
21206,JOR,2009,tanker truck,imp,basic
21206,JOR,2009,unprotected spring,spring_unimp,spring_unimp
21222,RWA,2007,bottled water,bottled,basic
21222,RWA,2007,dam,surface,surface
21222,RWA,2007,open public well,well_unimp,well_unimp
21222,RWA,2007,open well in dwelling,well_unimp,well_unimp
21222,RWA,2007,open well in yard/plot,well_unimp,well_unimp
21222,RWA,2007,others,,
21222,RWA,2007,piped into compound/plot,piped,basic
21222,RWA,2007,piped into dwelling,piped,basic
21222,RWA,2007,"pond, lake",surface,surface
21222,RWA,2007,protected public well,well_imp,well_imp
21222,RWA,2007,protected well in dwelling,well_imp,well_imp
21222,RWA,2007,protected well in yard/plot,well_imp,well_imp
21222,RWA,2007,public tap,piped_imp,basic
21222,RWA,2007,rainwater,imp,basic
21222,RWA,2007,"river, stream",surface,surface
21222,RWA,2007,spring,spring_cw,spring_cw
21222,RWA,2007,tanker truck,imp,basic
21240,NPL,2011,bottled water,bottled,basic
21240,NPL,2011,other,,
21240,NPL,2011,piped into dwelling,piped,basic
21240,NPL,2011,piped to yard/plot,piped,basic
21240,NPL,2011,protected spring,spring_imp,spring_imp
21240,NPL,2011,protected well,well_imp,well_imp
21240,NPL,2011,public tap/standpipe,piped_imp,basic
21240,NPL,2011,rainwater,imp,basic
21240,NPL,2011,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
21240,NPL,2011,stone tap/dhara,piped_cw,basic
21240,NPL,2011,tanker truck,imp,basic
21240,NPL,2011,tube well or borehole,imp,basic
21240,NPL,2011,unprotected spring,spring_unimp,spring_unimp
21240,NPL,2011,unprotected well,well_unimp,well_unimp
21258,SLE,2008,bottled water,bottled,basic
21258,SLE,2008,cart with small tank,imp,basic
21258,SLE,2008,other,,
21258,SLE,2008,piped into dwelling,piped,basic
21258,SLE,2008,piped to yard/plot,piped,basic
21258,SLE,2008,protected spring,spring_imp,spring_imp
21258,SLE,2008,protected well,well_imp,well_imp
21258,SLE,2008,public tap/standpipe,piped_imp,basic
21258,SLE,2008,rainwater,imp,basic
21258,SLE,2008,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
21258,SLE,2008,tanker truck,imp,basic
21258,SLE,2008,tube well or borehole,imp,basic
21258,SLE,2008,unprotected spring,spring_unimp,spring_unimp
21258,SLE,2008,unprotected well,well_unimp,well_unimp
21274,TLS,2009,bottled water,bottled,basic
21274,TLS,2009,cart with small tank,imp,basic
21274,TLS,2009,other,,
21274,TLS,2009,piped into dwelling,piped,basic
21274,TLS,2009,piped to yard/plot,piped,basic
21274,TLS,2009,protected spring,spring_imp,spring_imp
21274,TLS,2009,protected well,well_imp,well_imp
21274,TLS,2009,public tap/standpipe,piped_imp,basic
21274,TLS,2009,rainwater,imp,basic
21274,TLS,2009,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
21274,TLS,2009,tanker truck,imp,basic
21274,TLS,2009,tube well or borehole,imp,basic
21274,TLS,2009,unprotected spring,spring_unimp,spring_unimp
21274,TLS,2009,unprotected well,well_unimp,well_unimp
21281,COL,2009,bottled water,bottled,basic
21281,COL,2009,open well with sump pump,well_unimp,well_unimp
21281,COL,2009,open well without sump pump,well_unimp,well_unimp
21281,COL,2009,other,,
21281,COL,2009,piped water from rural system,piped_cw,basic
21281,COL,2009,piped water from utility company,piped_cw,basic
21281,COL,2009,public tap,piped_imp,basic
21281,COL,2009,rain water,imp,basic
21281,COL,2009,river/stream/spring,surface,surface
21281,COL,2009,tanker truck,imp,basic
21281,COL,2009,water in drums/big cans,bottled,basic
21301,ETH,2010,bottled water,bottled,basic
21301,ETH,2010,cart with small tank,imp,basic
21301,ETH,2010,other,,
21301,ETH,2010,piped into dwelling,piped,basic
21301,ETH,2010,piped to yard/plot,piped,basic
21301,ETH,2010,protected spring,spring_imp,spring_imp
21301,ETH,2010,protected well,well_imp,well_imp
21301,ETH,2010,public tap/standpipe,piped_imp,basic
21301,ETH,2010,rainwater,imp,basic
21301,ETH,2010,river/dam/lake/ponds/stream/canal/irrigation channel,surface,surface
21301,ETH,2010,tanker truck,imp,basic
21301,ETH,2010,tube well or borehole,imp,basic
21301,ETH,2010,unprotected spring,spring_unimp,spring_unimp
21301,ETH,2010,unprotected well,well_unimp,well_unimp
21311,MDV,2009,bottled water,bottled,basic
21311,MDV,2009,other,,
21311,MDV,2009,piped into dwelling,piped,basic
21311,MDV,2009,piped to yard/plot,piped,basic
21311,MDV,2009,protected well,well_imp,well_imp
21311,MDV,2009,public tap/standpipe,piped_imp,basic
21311,MDV,2009,rainwater - public or community tank,imp,basic
21311,MDV,2009,rainwater - tank in compound,imp,basic
21311,MDV,2009,unprotected well,well_unimp,well_unimp
21331,TZA,2009,bottled water,bottled,basic
21331,TZA,2009,cart with small tank,imp,basic
21331,TZA,2009,neighbor's borehole,imp,basic
21331,TZA,2009,neighbor's open well,well_unimp,well_unimp
21331,TZA,2009,neighbor's tap,piped_imp,basic
21331,TZA,2009,open public well,well_unimp,well_unimp
21331,TZA,2009,open well in dwelling,well_unimp,well_unimp
21331,TZA,2009,open well in yard/plot,well_unimp,well_unimp
21331,TZA,2009,piped into dwelling,piped,basic
21331,TZA,2009,piped to yard/plot,piped,basic
21331,TZA,2009,protected public well,well_imp,well_imp
21331,TZA,2009,protected well in dwelling,well_imp,well_imp
21331,TZA,2009,protected well in yard/plot,well_imp,well_imp
21331,TZA,2009,public tap/standpipe,piped_imp,basic
21331,TZA,2009,rainwater,imp,basic
21331,TZA,2009,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
21331,TZA,2009,spring,spring_cw,spring_cw
21331,TZA,2009,tanker truck,imp,basic
21348,GUY,2009,bottled water,bottled,basic
21348,GUY,2009,cart with small tank,imp,basic
21348,GUY,2009,other,,
21348,GUY,2009,piped into dwelling,piped,basic
21348,GUY,2009,piped to yard/plot,piped,basic
21348,GUY,2009,protected spring,spring_imp,spring_imp
21348,GUY,2009,protected well,well_imp,well_imp
21348,GUY,2009,public tap/standpipe,piped_imp,basic
21348,GUY,2009,rainwater,imp,basic
21348,GUY,2009,river/dam/lake/ponds/stream/canal/irirgation channel,surface,surface
21348,GUY,2009,tanker truck,imp,basic
21348,GUY,2009,tube well or borehole,imp,basic
21348,GUY,2009,unprotected spring,spring_unimp,spring_unimp
21348,GUY,2009,unprotected well,well_unimp,well_unimp
21365,KEN,2008,bottled water,bottled,basic
21365,KEN,2008,cart with small tank,imp,basic
21365,KEN,2008,other,,
21365,KEN,2008,piped into dwelling,piped,basic
21365,KEN,2008,piped to yard/plot,piped,basic
21365,KEN,2008,protected spring,spring_imp,spring_imp
21365,KEN,2008,protected well,well_imp,well_imp
21365,KEN,2008,public tap/standpipe,piped_imp,basic
21365,KEN,2008,rainwater,imp,basic
